
Timestamp,ID,Extended,Bus,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7
5918,169,0,0,8,0F,53,87,CF,2B,87,FF,08
5918,168,0,0,8,76,74,F8,72,F8,F1,03,00
5928,169,0,0,8,10,54,87,CF,2B,87,FF,08
5929,170,0,0,8,9C,74,F8,00,00,00,84,00
5929,168,0,0,8,77,75,F8,72,F8,F1,03,00
5939,169,0,0,8,11,55,87,CF,2B,87,FF,08
5940,170,0,0,8,9D,75,F8,00,00,00,84,00
5940,168,0,0,8,78,76,F8,72,F8,F1,03,00
5950,169,0,0,8,12,56,87,CF,2B,87,FF,08
5951,170,0,0,8,9E,76,F8,00,00,00,84,00
5951,196,0,0,7,00,80,FD,00,80,FF,F2,
5951,206,0,0,8,00,00,00,00,00,00,00,00
5961,182,0,0,5,04,04,80,00,C8,,,
5962,196,0,0,7,00,80,FD,00,80,FF,F2,
5962,181,0,0,8,BF,0D,80,00,08,30,00,44
5972,185,0,0,6,71,06,00,00,C0,F0,,
5973,180,0,0,8,40,0C,00,00,7D,FF,FF,02
5973,206,0,0,8,00,00,00,00,00,00,00,00
5983,181,0,0,8,C0,0E,80,00,08,30,00,44
5984,182,0,0,5,05,05,80,00,C8,,,
5984,185,0,0,6,72,07,00,00,C0,F0,,
5984,180,0,0,8,41,0D,00,00,7D,FF,FF,02
5994,172,0,0,8,B4,0D,00,00,00,7D,00,7D
5995,168,0,0,8,7E,7C,F8,72,F8,F1,03,00
5995,169,0,0,8,18,5C,87,CF,2B,87,FF,08
6005,170,0,0,8,A4,7C,F8,00,00,00,84,00
6006,196,0,0,7,00,80,FD,00,80,FF,F2,
6006,180,0,0,8,42,0E,00,00,7D,FF,FF,02
6016,172,0,0,8,B5,0E,00,00,00,7D,00,7D
6017,168,0,0,8,7F,7D,F8,72,F8,F1,03,00
6017,168,0,0,8,80,7E,F8,72,F8,F1,03,00
6027,169,0,0,8,1A,5E,87,CF,2B,87,FF,08
6028,170,0,0,8,A6,7E,F8,00,00,00,84,00
6028,180,0,0,8,34,00,00,00,7D,FF,FF,02
6028,172,0,0,8,A7,00,00,00,00,7D,00,7D
6038,168,0,0,8,72,70,F8,72,F8,F1,03,00
6039,168,0,0,8,73,71,F8,72,F8,F1,03,00
6039,169,0,0,8,0D,51,87,CF,2B,87,FF,08
6049,170,0,0,8,99,71,F8,00,00,00,84,00
6050,196,0,0,7,00,80,FD,00,80,FF,F2,
6050,168,0,0,8,74,72,F8,72,F8,F1,03,00
6060,169,0,0,8,0E,52,87,CF,2B,87,FF,08
6061,170,0,0,8,9A,72,F8,00,00,00,84,00
6061,196,0,0,7,00,80,FD,00,80,FF,F2,
6071,466,0,0,6,F0,0F,FF,EC,F0,FF,,
6071,181,0,0,8,BA,08,80,00,08,30,00,44
6072,196,0,0,7,00,80,FD,00,80,FF,F2,
6072,186,0,0,8,03,FF,0F,00,00,88,8C,2F
6082,206,0,0,8,00,00,00,00,00,00,00,00
6083,181,0,0,8,BC,0A,80,00,08,30,00,44
6083,185,0,0,6,77,0C,00,00,C0,F0,,
6093,180,0,0,8,37,03,00,00,7D,FF,FF,02
6094,172,0,0,8,AA,03,00,00,00,7D,00,7D
6094,418,0,0,8,00,00,00,DF,D0,07,00,5B
6104,416,0,0,8,00,80,00,A0,FF,0E,B0,81
6105,690,0,0,8,00,00,00,00,3F,00,01,04
6105,180,0,0,8,38,04,00,00,7D,FF,FF,02
6115,172,0,0,8,AB,04,00,00,00,7D,00,7D
6115,168,0,0,8,7A,78,F8,72,F8,F1,03,00
6116,168,0,0,8,7B,79,F8,72,F8,F1,03,00
6126,169,0,0,8,15,59,87,CF,2B,87,FF,08
6126,170,0,0,8,A1,79,F8,00,00,00,84,00
6127,180,0,0,8,39,05,00,00,7D,FF,FF,02
6127,172,0,0,8,AC,05,00,00,00,7D,00,7D
6137,947,0,0,6,11,00,FF,7F,00,F0,,
6138,168,0,0,8,7D,7B,F8,72,F8,F1,03,00
6138,169,0,0,8,17,5B,87,CF,2B,87,FF,08
6148,170,0,0,8,A3,7B,F8,00,00,00,84,00
6149,196,0,0,7,00,80,FD,00,80,FF,F2,
6149,172,0,0,8,AD,06,00,00,00,7D,00,7D
6159,168,0,0,8,7E,7C,F8,72,F8,F1,03,00
6159,169,0,0,8,18,5C,87,CF,2B,87,FF,08
6160,168,0,0,8,7F,7D,F8,72,F8,F1,03,00
6170,169,0,0,8,19,5D,87,CF,2B,87,FF,08
6170,170,0,0,8,A5,7D,F8,00,00,00,84,00
6171,170,0,0,8,A6,7E,F8,00,00,00,84,00
6181,196,0,0,7,00,80,FD,00,80,FF,F2,
6181,206,0,0,8,00,00,00,00,00,00,00,00
6182,196,0,0,7,00,80,FD,00,80,FF,F2,
6182,404,0,0,4,EE,F1,00,FC,,,,
6192,181,0,0,8,B7,05,80,00,08,30,00,44
6193,196,0,0,7,00,80,FD,00,80,FF,F2,
6193,206,0,0,8,00,00,00,00,00,00,00,00
6203,186,0,0,8,03,FF,0F,00,00,7F,83,2F
6203,191,0,0,5,81,01,FF,FF,C0,,,
6204,185,0,0,6,6E,03,00,00,C0,F0,,
6204,180,0,0,8,3D,09,00,00,7D,FF,FF,02
6214,172,0,0,8,B0,09,00,00,00,7D,00,7D
6215,690,0,0,8,00,00,00,00,3F,00,01,04
6215,168,0,0,8,76,74,F8,72,F8,F1,03,00
6225,169,0,0,8,10,54,87,CF,2B,87,FF,08
6226,170,0,0,8,9C,74,F8,00,00,00,84,00
6226,180,0,0,8,3E,0A,00,00,7D,FF,FF,02
6236,172,0,0,8,B1,0A,00,00,00,7D,00,7D
6236,168,0,0,8,77,75,F8,72,F8,F1,03,00
6237,168,0,0,8,78,76,F8,72,F8,F1,03,00
6247,169,0,0,8,12,56,87,CF,2B,87,FF,08
6247,170,0,0,8,9E,76,F8,00,00,00,84,00
6248,180,0,0,8,3F,0B,00,00,7D,FF,FF,02
6258,172,0,0,8,B2,0B,00,00,00,7D,00,7D
6258,168,0,0,8,79,77,F8,72,F8,F1,03,00
6259,168,0,0,8,7A,78,F8,72,F8,F1,03,00
6259,169,0,0,8,14,58,87,CF,2B,87,FF,08
6269,170,0,0,8,A0,78,F8,00,00,00,84,00
6270,168,0,0,8,7B,79,F8,72,F8,F1,03,00
6270,169,0,0,8,15,59,87,CF,2B,87,FF,08
6280,170,0,0,8,A1,79,F8,00,00,00,84,00
6281,196,0,0,7,00,80,FD,00,80,FF,F2,
6281,196,0,0,7,00,80,FD,00,80,FF,F2,
6291,181,0,0,8,B2,00,80,00,08,30,00,44
6291,185,0,0,6,72,07,00,00,C0,F0,,
6292,196,0,0,7,00,80,FD,00,80,FF,F2,
6302,206,0,0,8,00,00,00,00,00,00,00,00
6302,182,0,0,5,06,06,80,00,C8,,,
6303,181,0,0,8,B4,02,80,00,08,30,00,44
6303,185,0,0,6,73,08,00,00,C0,F0,,
6313,180,0,0,8,42,0E,00,00,7D,FF,FF,02
6314,181,0,0,8,B5,03,80,00,08,30,00,44
6314,414,0,0,8,00,EA,4F,FC,FE,63,00,39
6324,418,0,0,8,00,00,00,9F,D0,07,00,1B
6324,416,0,0,8,00,80,00,A0,FF,12,70,45
6325,180,0,0,8,34,00,00,00,7D,FF,FF,02
6335,172,0,0,8,A7,00,00,00,00,7D,00,7D
6335,168,0,0,8,72,70,F8,72,F8,F1,03,00
6336,168,0,0,8,73,71,F8,72,F8,F1,03,00
6346,169,0,0,8,0D,51,87,CF,2B,87,FF,08
6346,170,0,0,8,99,71,F8,00,00,00,84,00
6347,180,0,0,8,35,01,00,00,7D,FF,FF,02
6347,172,0,0,8,A8,01,00,00,00,7D,00,7D
6357,168,0,0,8,74,72,F8,72,F8,F1,03,00
6358,168,0,0,8,75,73,F8,72,F8,F1,03,00
6358,169,0,0,8,0F,53,87,CF,2B,87,FF,08
6368,170,0,0,8,9B,73,F8,00,00,00,84,00
6368,196,0,0,7,00,80,FD,00,80,FF,F2,
6369,168,0,0,8,76,74,F8,72,F8,F1,03,00
6379,169,0,0,8,10,54,87,CF,2B,87,FF,08
6379,170,0,0,8,9C,74,F8,00,00,00,84,00
6380,168,0,0,8,77,75,F8,72,F8,F1,03,00
6390,169,0,0,8,11,55,87,CF,2B,87,FF,08
6390,170,0,0,8,9D,75,F8,00,00,00,84,00
6391,170,0,0,8,9E,76,F8,00,00,00,84,00
6401,196,0,0,7,00,80,FD,00,80,FF,F2,
6401,206,0,0,8,00,00,00,00,00,00,00,00
6402,196,0,0,7,00,80,FD,00,80,FF,F2,
6402,181,0,0,8,BE,0C,80,00,08,30,00,44
6412,185,0,0,6,78,0D,00,00,C0,F0,,
6412,206,0,0,8,00,00,00,00,00,00,00,00
6413,182,0,0,5,0C,0C,80,00,C8,,,
6423,186,0,0,8,03,FF,0F,00,00,8A,8E,2F
6423,191,0,0,5,8C,0C,FF,FF,C0,,,
6424,185,0,0,6,79,0E,00,00,C0,F0,,
6424,180,0,0,8,39,05,00,00,7D,FF,FF,02
6434,172,0,0,8,AC,05,00,00,00,7D,00,7D
6435,464,0,0,8,4B,30,4E,C9,00,00,CD,88
6435,690,0,0,8,00,00,00,00,3F,00,01,04
6445,168,0,0,8,7D,7B,F8,72,F8,F1,03,00
6446,169,0,0,8,17,5B,87,CF,2B,87,FF,08
6446,180,0,0,8,3A,06,00,00,7D,FF,FF,02
6456,172,0,0,8,AD,06,00,00,00,7D,00,7D
6456,168,0,0,8,7E,7C,F8,72,F8,F1,03,00
6457,168,0,0,8,7F,7D,F8,72,F8,F1,03,00
6467,169,0,0,8,19,5D,87,CF,2B,87,FF,08
6467,170,0,0,8,A5,7D,F8,00,00,00,84,00
6468,180,0,0,8,3B,07,00,00,7D,FF,FF,02
6478,172,0,0,8,AE,07,00,00,00,7D,00,7D
6478,168,0,0,8,80,7E,F8,72,F8,F1,03,00
6479,168,0,0,8,72,70,F8,72,F8,F1,03,00
6489,169,0,0,8,0C,50,87,CF,2B,87,FF,08
6489,170,0,0,8,98,70,F8,00,00,00,84,00
6489,168,0,0,8,73,71,F8,72,F8,F1,03,00
6490,169,0,0,8,0D,51,87,CF,2B,87,FF,08
6500,170,0,0,8,99,71,F8,00,00,00,84,00
6500,170,0,0,8,9A,72,F8,00,00,00,84,00
6501,196,0,0,7,00,80,FD,00,80,FF,F2,
6511,181,0,0,8,B9,07,80,00,08,30,00,44
6511,185,0,0,6,6E,03,00,00,C0,F0,,
6512,196,0,0,7,00,80,FD,00,80,FF,F2,
6522,206,0,0,8,00,00,00,00,00,00,00,00
6522,182,0,0,5,02,02,80,00,C8,,,
6523,181,0,0,8,BB,09,80,00,08,30,00,44
6523,185,0,0,6,6F,04,00,00,C0,F0,,
6533,180,0,0,8,3E,0A,00,00,7D,FF,FF,02
6533,181,0,0,8,BC,0A,80,00,08,30,00,44
6534,414,0,0,8,00,EA,5F,FC,FE,63,00,49
6544,418,0,0,8,00,00,00,5F,D0,07,00,DA
6544,373,0,0,3,FF,FF,FF,,,,,
6545,180,0,0,8,3F,0B,00,00,7D,FF,FF,02
6555,172,0,0,8,B2,0B,00,00,00,7D,00,7D
6555,168,0,0,8,79,77,F8,72,F8,F1,03,00
6556,168,0,0,8,7A,78,F8,72,F8,F1,03,00
6566,169,0,0,8,14,58,87,CF,2B,87,FF,08
6566,170,0,0,8,A0,78,F8,00,00,00,84,00
6567,180,0,0,8,40,0C,00,00,7D,FF,FF,02
6567,172,0,0,8,B3,0C,00,00,00,7D,00,7D
6577,168,0,0,8,7B,79,F8,72,F8,F1,03,00
6577,168,0,0,8,7C,7A,F8,72,F8,F1,03,00
6578,169,0,0,8,16,5A,87,CF,2B,87,FF,08
6588,170,0,0,8,A2,7A,F8,00,00,00,84,00
6588,196,0,0,7,00,80,FD,00,80,FF,F2,
6589,172,0,0,8,B4,0D,00,00,00,7D,00,7D
6599,168,0,0,8,7D,7B,F8,72,F8,F1,03,00
6599,169,0,0,8,17,5B,87,CF,2B,87,FF,08
6600,168,0,0,8,7E,7C,F8,72,F8,F1,03,00
6610,169,0,0,8,18,5C,87,CF,2B,87,FF,08
6610,170,0,0,8,A4,7C,F8,00,00,00,84,00
6611,196,0,0,7,00,80,FD,00,80,FF,F2,
6621,206,0,0,8,00,00,00,00,00,00,00,00
6621,182,0,0,5,07,07,80,00,C8,,,
6621,196,0,0,7,00,80,FD,00,80,FF,F2,
6622,181,0,0,8,B6,04,80,00,08,30,00,44
6632,185,0,0,6,74,09,00,00,C0,F0,,
6632,196,0,0,7,00,80,FD,00,80,FF,F2,
6633,206,0,0,8,00,00,00,00,00,00,00,00
6643,182,0,0,5,08,08,80,00,C8,,,
6643,186,0,0,8,03,FF,0F,00,00,86,8A,2F
6644,508,0,0,2,A1,03,,,,,,
6644,185,0,0,6,75,0A,00,00,C0,F0,,
6654,180,0,0,8,35,01,00,00,7D,FF,FF,02
6654,690,0,0,8,00,00,00,00,3F,00,01,04
6655,168,0,0,8,75,73,F8,72,F8,F1,03,00
6665,169,0,0,8,0F,53,87,CF,2B,87,FF,08
6665,170,0,0,8,9B,73,F8,00,00,00,84,00
6666,180,0,0,8,36,02,00,00,7D,FF,FF,02
6676,172,0,0,8,A9,02,00,00,00,7D,00,7D
6676,168,0,0,8,76,74,F8,72,F8,F1,03,00
6677,168,0,0,8,77,75,F8,72,F8,F1,03,00
6677,169,0,0,8,11,55,87,CF,2B,87,FF,08
6687,170,0,0,8,9D,75,F8,00,00,00,84,00
6688,180,0,0,8,37,03,00,00,7D,FF,FF,02
6688,172,0,0,8,AA,03,00,00,00,7D,00,7D
6698,168,0,0,8,78,76,F8,72,F8,F1,03,00
6698,169,0,0,8,12,56,87,CF,2B,87,FF,08
6699,168,0,0,8,79,77,F8,72,F8,F1,03,00
6709,169,0,0,8,13,57,87,CF,2B,87,FF,08
6709,170,0,0,8,9F,77,F8,00,00,00,84,00
6710,168,0,0,8,7A,78,F8,72,F8,F1,03,00
6720,169,0,0,8,14,58,87,CF,2B,87,FF,08
6720,170,0,0,8,A0,78,F8,00,00,00,84,00
6721,196,0,0,7,00,80,FD,00,80,FF,F2,
6731,181,0,0,8,C0,0E,80,00,08,30,00,44
6731,185,0,0,6,79,0E,00,00,C0,F0,,
6732,196,0,0,7,00,80,FD,00,80,FF,F2,
6732,206,0,0,8,00,00,00,00,00,00,00,00
6742,182,0,0,5,0D,0D,80,00,C8,,,
6742,181,0,0,8,B3,01,80,00,08,30,00,44
6743,185,0,0,6,6B,00,00,00,C0,F0,,
6753,180,0,0,8,3A,06,00,00,7D,FF,FF,02
6753,172,0,0,8,AD,06,00,00,00,7D,00,7D
6754,304,0,0,5,00,0E,90,04,22,,,
6764,414,0,0,8,00,EA,6F,FC,FE,63,00,59
6764,416,0,0,8,00,80,00,90,FF,0E,E0,A1
6765,180,0,0,8,3B,07,00,00,7D,FF,FF,02
6765,172,0,0,8,AE,07,00,00,00,7D,00,7D
6775,168,0,0,8,80,7E,F8,72,F8,F1,03,00
6775,168,0,0,8,72,70,F8,72,F8,F1,03,00
6776,169,0,0,8,0C,50,87,CF,2B,87,FF,08
6786,170,0,0,8,98,70,F8,00,00,00,84,00
6786,196,0,0,7,00,80,FD,00,80,FF,F2,
6787,180,0,0,8,3C,08,00,00,7D,FF,FF,02
6797,172,0,0,8,AF,08,00,00,00,7D,00,7D
6797,168,0,0,8,73,71,F8,72,F8,F1,03,00
6798,168,0,0,8,74,72,F8,72,F8,F1,03,00
6808,169,0,0,8,0E,52,87,CF,2B,87,FF,08
6808,170,0,0,8,9A,72,F8,00,00,00,84,00
6809,172,0,0,8,B0,09,00,00,00,7D,00,7D
6819,1007,0,0,2,0C,00,,,,,,
6819,1426,0,0,8,30,01,00,7A,FA,01,00,03
6820,168,0,0,8,76,74,F8,72,F8,F1,03,00
6820,169,0,0,8,10,54,87,CF,2B,87,FF,08
6830,170,0,0,8,9C,74,F8,00,00,00,84,00
6830,196,0,0,7,00,80,FD,00,80,FF,F2,
6831,206,0,0,8,00,00,00,00,00,00,00,00
6841,182,0,0,5,03,03,80,00,C8,,,
6841,186,0,0,8,03,FF,0F,00,00,81,85,2F
6842,196,0,0,7,00,80,FD,00,80,FF,F2,
6842,181,0,0,8,BD,0B,80,00,08,30,00,44
6852,508,0,0,2,A2,03,,,,,,
6853,206,0,0,8,00,00,00,00,00,00,00,00
6853,182,0,0,5,04,04,80,00,C8,,,
6863,186,0,0,8,03,FF,0F,00,00,82,86,2F
6863,181,0,0,8,BE,0C,80,00,08,30,00,44
6864,185,0,0,6,71,06,00,00,C0,F0,,
6874,180,0,0,8,40,0C,00,00,7D,FF,FF,02
6874,172,0,0,8,B3,0C,00,00,00,7D,00,7D
6875,416,0,0,8,00,80,00,90,FF,12,50,15
6875,422,0,0,8,00,00,00,00,00,00,10,FB
6885,690,0,0,8,00,00,00,00,4F,00,01,04
6886,180,0,0,8,41,0D,00,00,7D,FF,FF,02
6886,172,0,0,8,B4,0D,00,00,00,7D,00,7D
6896,168,0,0,8,7D,7B,F8,72,F8,F1,03,00
6897,169,0,0,8,17,5B,87,CF,2B,87,FF,08
6897,168,0,0,8,7E,7C,F8,72,F8,F1,03,00
6907,169,0,0,8,18,5C,87,CF,2B,87,FF,08
6907,170,0,0,8,A4,7C,F8,00,00,00,84,00
6908,180,0,0,8,42,0E,00,00,7D,FF,FF,02
6918,172,0,0,8,B5,0E,00,00,00,7D,00,7D
6918,168,0,0,8,7F,7D,F8,72,F8,F1,03,00
6919,168,0,0,8,80,7E,F8,72,F8,F1,03,00
6929,169,0,0,8,1A,5E,87,CF,2B,87,FF,08
6929,170,0,0,8,A6,7E,F8,00,00,00,84,00
6930,168,0,0,8,72,70,F8,72,F8,F1,03,00
6930,169,0,0,8,0C,50,87,CF,2B,87,FF,08
6940,170,0,0,8,98,70,F8,00,00,00,84,00
6941,196,0,0,7,00,80,FD,00,80,FF,F2,
6941,181,0,0,8,B8,06,80,00,08,30,00,44
6951,185,0,0,6,75,0A,00,00,C0,F0,,
6952,180,0,0,8,35,01,00,00,7D,FF,FF,02
6952,196,0,0,7,00,80,FD,00,80,FF,F2,
6962,206,0,0,8,00,00,00,00,00,00,00,00
6962,182,0,0,5,09,09,80,00,C8,,,
6963,181,0,0,8,BA,08,80,00,08,30,00,44
6963,185,0,0,6,76,0B,00,00,C0,F0,,
6973,180,0,0,8,36,02,00,00,7D,FF,FF,02
6974,414,0,0,8,00,EA,7F,FC,FE,63,00,69
6974,418,0,0,8,00,00,00,CF,D0,07,00,4B
6984,416,0,0,8,00,80,00,90,FF,0E,A0,61
6985,422,0,0,8,00,00,00,00,00,00,A0,FC
6985,180,0,0,8,37,03,00,00,7D,FF,FF,02
6995,172,0,0,8,AA,03,00,00,00,7D,00,7D
6996,168,0,0,8,78,76,F8,72,F8,F1,03,00
6996,168,0,0,8,79,77,F8,72,F8,F1,03,00
7006,169,0,0,8,13,57,87,CF,2B,87,FF,08
7007,170,0,0,8,9F,77,F8,00,00,00,84,00
7007,180,0,0,8,38,04,00,00,7D,FF,FF,02
7017,172,0,0,8,AB,04,00,00,00,7D,00,7D
7017,168,0,0,8,7A,78,F8,72,F8,F1,03,00
7018,168,0,0,8,7B,79,F8,72,F8,F1,03,00
7018,169,0,0,8,15,59,87,CF,2B,87,FF,08
7028,170,0,0,8,A1,79,F8,00,00,00,84,00
7029,168,0,0,8,7C,7A,F8,72,F8,F1,03,00
7029,169,0,0,8,16,5A,87,CF,2B,87,FF,08
7039,170,0,0,8,A2,7A,F8,00,00,00,84,00
7040,196,0,0,7,00,80,FD,00,80,FF,F2,
7040,169,0,0,8,17,5B,87,CF,2B,87,FF,08
7050,170,0,0,8,A3,7B,F8,00,00,00,84,00
7051,196,0,0,7,00,80,FD,00,80,FF,F2,
7051,196,0,0,7,00,80,FD,00,80,FF,F2,
7061,206,0,0,8,00,00,00,00,00,00,00,00
7062,182,0,0,5,0E,0E,80,00,C8,,,
7062,196,0,0,7,00,80,FD,00,80,FF,F2,
7062,466,0,0,6,F0,0F,FF,4C,F0,FF,,
7073,181,0,0,8,B5,03,80,00,08,30,00,44
7073,182,0,0,5,FF,00,80,00,C8,,,
7073,186,0,0,8,03,FF,0F,00,00,7E,82,2F
7083,191,0,0,5,80,00,FF,FF,C0,,,
7084,181,0,0,8,B6,04,80,00,08,30,00,44
7084,185,0,0,6,6D,02,00,00,C0,F0,,
7084,180,0,0,8,3C,08,00,00,7D,FF,FF,02
7095,172,0,0,8,AF,08,00,00,00,7D,00,7D
7095,168,0,0,8,74,72,F8,72,F8,F1,03,00
7095,169,0,0,8,0E,52,87,CF,2B,87,FF,08
7106,170,0,0,8,9A,72,F8,00,00,00,84,00
7106,196,0,0,7,00,80,FD,00,80,FF,F2,
7106,180,0,0,8,3D,09,00,00,7D,FF,FF,02
7117,172,0,0,8,B0,09,00,00,00,7D,00,7D
7117,168,0,0,8,75,73,F8,72,F8,F1,03,00
7117,168,0,0,8,76,74,F8,72,F8,F1,03,00
7127,169,0,0,8,10,54,87,CF,2B,87,FF,08
7128,170,0,0,8,9C,74,F8,00,00,00,84,00
7128,180,0,0,8,3E,0A,00,00,7D,FF,FF,02
7138,172,0,0,8,B1,0A,00,00,00,7D,00,7D
7139,168,0,0,8,77,75,F8,72,F8,F1,03,00
7139,168,0,0,8,78,76,F8,72,F8,F1,03,00
7139,169,0,0,8,12,56,87,CF,2B,87,FF,08
7150,170,0,0,8,9E,76,F8,00,00,00,84,00
7150,169,0,0,8,13,57,87,CF,2B,87,FF,08
7150,170,0,0,8,9F,77,F8,00,00,00,84,00
7161,196,0,0,7,00,80,FD,00,80,FF,F2,
7161,206,0,0,8,00,00,00,00,00,00,00,00
7161,196,0,0,7,00,80,FD,00,80,FF,F2,
7172,181,0,0,8,BF,0D,80,00,08,30,00,44
7172,185,0,0,6,71,06,00,00,C0,F0,,
7172,196,0,0,7,00,80,FD,00,80,FF,F2,
7182,206,0,0,8,00,00,00,00,00,00,00,00
7183,182,0,0,5,05,05,80,00,C8,,,
7183,1170,0,0,8,16,52,FF,FF,FF,FF,FF,FF
7183,185,0,0,6,72,07,00,00,C0,F0,,
7194,180,0,0,8,41,0D,00,00,7D,FF,FF,02
7194,418,0,0,8,00,00,00,8F,D0,07,00,0B
7194,416,0,0,8,00,80,00,70,FF,0E,60,00
7205,690,0,0,8,00,00,00,00,3F,00,01,04
7205,168,0,0,8,7E,7C,F8,72,F8,F1,03,00
7205,180,0,0,8,42,0E,00,00,7D,FF,FF,02
7215,172,0,0,8,B5,0E,00,00,00,7D,00,7D
7216,168,0,0,8,7F,7D,F8,72,F8,F1,03,00
7216,168,0,0,8,80,7E,F8,72,F8,F1,03,00
7226,169,0,0,8,1A,5E,87,CF,2B,87,FF,08
7227,170,0,0,8,A6,7E,F8,00,00,00,84,00
7227,180,0,0,8,34,00,00,00,7D,FF,FF,02
7227,172,0,0,8,A7,00,00,00,00,7D,00,7D
7238,168,0,0,8,72,70,F8,72,F8,F1,03,00
7238,168,0,0,8,73,71,F8,72,F8,F1,03,00
7238,169,0,0,8,0D,51,87,CF,2B,87,FF,08
7249,170,0,0,8,99,71,F8,00,00,00,84,00
7249,196,0,0,7,00,80,FD,00,80,FF,F2,
7249,168,0,0,8,74,72,F8,72,F8,F1,03,00
7260,169,0,0,8,0E,52,87,CF,2B,87,FF,08
7260,170,0,0,8,9A,72,F8,00,00,00,84,00
7260,170,0,0,8,9B,73,F8,00,00,00,84,00
7270,196,0,0,7,00,80,FD,00,80,FF,F2,
7271,466,0,0,6,F0,0F,FF,5C,F0,FF,,
7271,196,0,0,7,00,80,FD,00,80,FF,F2,
7271,206,0,0,8,00,00,00,00,00,00,00,00
7282,182,0,0,5,0A,0A,80,00,C8,,,
7282,196,0,0,7,00,80,FD,00,80,FF,F2,
7282,181,0,0,8,BC,0A,80,00,08,30,00,44
7293,185,0,0,6,77,0C,00,00,C0,F0,,
7293,180,0,0,8,37,03,00,00,7D,FF,FF,02
7293,186,0,0,8,03,FF,0F,00,00,89,8D,2F
7303,191,0,0,5,8B,0B,FF,FF,C0,,,
7304,181,0,0,8,BD,0B,80,00,08,30,00,44
7304,185,0,0,6,78,0D,00,00,C0,F0,,
7304,180,0,0,8,38,04,00,00,7D,FF,FF,02
7315,172,0,0,8,AB,04,00,00,00,7D,00,7D
7315,168,0,0,8,7B,79,F8,72,F8,F1,03,00
7315,169,0,0,8,15,59,87,CF,2B,87,FF,08
7326,170,0,0,8,A1,79,F8,00,00,00,84,00
7326,196,0,0,7,00,80,FD,00,80,FF,F2,
7326,180,0,0,8,39,05,00,00,7D,FF,FF,02
7337,172,0,0,8,AC,05,00,00,00,7D,00,7D
7337,168,0,0,8,7C,7A,F8,72,F8,F1,03,00
7337,168,0,0,8,7D,7B,F8,72,F8,F1,03,00
7347,169,0,0,8,17,5B,87,CF,2B,87,FF,08
7348,170,0,0,8,A3,7B,F8,00,00,00,84,00
7348,172,0,0,8,AD,06,00,00,00,7D,00,7D
7348,168,0,0,8,7E,7C,F8,72,F8,F1,03,00
7359,169,0,0,8,18,5C,87,CF,2B,87,FF,08
7359,168,0,0,8,7F,7D,F8,72,F8,F1,03,00
7359,169,0,0,8,19,5D,87,CF,2B,87,FF,08
7370,170,0,0,8,A5,7D,F8,00,00,00,84,00
7370,196,0,0,7,00,80,FD,00,80,FF,F2,
7370,170,0,0,8,A6,7E,F8,00,00,00,84,00
7380,196,0,0,7,00,80,FD,00,80,FF,F2,
7381,206,0,0,8,00,00,00,00,00,00,00,00
7381,196,0,0,7,00,80,FD,00,80,FF,F2,
7391,404,0,0,4,F4,F7,00,FC,,,,
7392,181,0,0,8,B7,05,80,00,08,30,00,44
7392,196,0,0,7,00,80,FD,00,80,FF,F2,
7392,206,0,0,8,00,00,00,00,00,00,00,00
7403,182,0,0,5,00,01,80,00,C8,,,
7403,185,0,0,6,6E,03,00,00,C0,F0,,
7403,180,0,0,8,3D,09,00,00,7D,FF,FF,02
7414,172,0,0,8,B0,09,00,00,00,7D,00,7D
7414,168,0,0,8,75,73,F8,72,F8,F1,03,00
7414,416,0,0,8,00,80,00,90,FF,12,20,E4
7425,690,0,0,8,00,00,00,00,4F,00,01,04
7425,168,0,0,8,76,74,F8,72,F8,F1,03,00
7425,180,0,0,8,3E,0A,00,00,7D,FF,FF,02
7425,172,0,0,8,B1,0A,00,00,00,7D,00,7D
7436,168,0,0,8,77,75,F8,72,F8,F1,03,00
7436,168,0,0,8,78,76,F8,72,F8,F1,03,00
7436,169,0,0,8,12,56,87,CF,2B,87,FF,08
7447,170,0,0,8,9E,76,F8,00,00,00,84,00
7447,196,0,0,7,00,80,FD,00,80,FF,F2,
7447,180,0,0,8,3F,0B,00,00,7D,FF,FF,02
7458,172,0,0,8,B2,0B,00,00,00,7D,00,7D
7458,168,0,0,8,79,77,F8,72,F8,F1,03,00
7458,168,0,0,8,7A,78,F8,72,F8,F1,03,00
7468,169,0,0,8,14,58,87,CF,2B,87,FF,08
7469,170,0,0,8,A0,78,F8,00,00,00,84,00
7469,168,0,0,8,7B,79,F8,72,F8,F1,03,00
7479,169,0,0,8,15,59,87,CF,2B,87,FF,08
7480,170,0,0,8,A1,79,F8,00,00,00,84,00
7480,170,0,0,8,A2,7A,F8,00,00,00,84,00
7490,196,0,0,7,00,80,FD,00,80,FF,F2,
7491,181,0,0,8,B2,00,80,00,08,30,00,44
7491,196,0,0,7,00,80,FD,00,80,FF,F2,
7491,206,0,0,8,00,00,00,00,00,00,00,00
7502,182,0,0,5,06,06,80,00,C8,,,
7502,196,0,0,7,00,80,FD,00,80,FF,F2,
7502,181,0,0,8,B4,02,80,00,08,30,00,44
7512,185,0,0,6,73,08,00,00,C0,F0,,
7513,180,0,0,8,42,0E,00,00,7D,FF,FF,02
