
Timestamp,ID,Extended,Bus,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7
32686,169,0,0,8,17,5B,87,CF,2B,87,FF,08
32686,170,0,0,8,A3,7B,F8,00,00,00,84,00
32687,170,0,0,8,A4,7C,F8,00,00,00,84,00
32697,196,0,0,7,00,80,FD,00,80,FF,F6,
32697,418,0,0,8,00,00,00,8F,D0,07,00,0B
32698,185,0,0,6,73,08,00,00,C0,F0,,
32698,196,0,0,7,00,80,FD,00,80,FF,F6,
32708,206,0,0,8,00,00,00,00,00,00,00,00
32709,196,0,0,7,00,80,FD,00,80,FF,F6,
32709,418,0,0,8,00,00,00,9F,D0,07,00,1B
32719,180,0,0,8,34,00,00,00,7D,FF,FF,02
32719,172,0,0,8,A7,00,00,00,00,7D,00,7D
32720,464,0,0,8,4B,48,4A,C9,00,00,CD,8B
32730,373,0,0,3,FF,FF,FF,,,,,
32730,185,0,0,6,74,09,00,00,C0,F0,,
32731,196,0,0,7,00,80,FD,00,80,FF,F6,
32741,418,0,0,8,00,00,00,AF,D0,07,00,2B
32741,172,0,0,8,A8,01,00,00,00,7D,00,7D
32742,185,0,0,6,75,0A,00,00,C0,F0,,
32742,196,0,0,7,00,80,FD,00,80,FF,F6,
32752,206,0,0,8,00,00,00,00,00,00,00,00
32753,196,0,0,7,00,80,FD,00,80,FF,F6,
32753,418,0,0,8,00,00,00,BF,D0,07,00,3B
32763,186,0,0,8,03,FF,0F,00,00,87,8B,2F
32763,172,0,0,8,A9,02,00,00,00,7D,00,7D
32764,196,0,0,7,00,80,FD,00,80,FF,F6,
32774,206,0,0,8,00,00,00,00,00,00,00,00
32774,181,0,0,8,BA,08,80,00,08,30,00,44
32775,186,0,0,8,03,FF,0F,00,00,88,8C,2F
32785,181,0,0,8,BB,09,80,00,08,30,00,44
32785,172,0,0,8,AA,03,00,00,00,7D,00,7D
32786,690,0,0,8,00,00,00,00,3F,00,01,04
32796,168,0,0,8,20,E7,2F,72,F8,F1,03,00
32796,169,0,0,8,13,57,87,CF,2B,87,FF,08
32797,170,0,0,8,A0,78,F8,00,00,00,84,00
32807,185,0,0,6,78,0D,00,00,C0,F0,,
32807,196,0,0,7,00,80,FD,00,80,FF,F6,
32807,196,0,0,7,00,80,FD,00,80,FF,F6,
32808,180,0,0,8,39,05,00,00,7D,FF,FF,02
32818,172,0,0,8,AC,05,00,00,00,7D,00,7D
32818,464,0,0,8,4B,48,4B,C9,00,00,CD,8B
32819,373,0,0,3,FF,FF,FF,,,,,
32829,185,0,0,6,79,0E,00,00,C0,F0,,
32829,196,0,0,7,00,80,FD,00,80,FF,F6,
32830,196,0,0,7,00,80,FD,00,80,FF,F6,
32840,404,0,0,4,F3,F6,00,FC,,,,
32840,470,0,0,2,C0,0C,,,,,,
32840,1174,0,0,8,17,52,FF,01,FF,FF,FF,FF
32841,185,0,0,6,6B,00,00,00,C0,F0,,
32851,196,0,0,7,00,80,FD,00,80,FF,F6,
32851,304,0,0,5,00,01,A0,15,61,,,
32852,196,0,0,7,00,80,FD,00,80,FF,F6,
32862,418,0,0,8,00,00,00,1F,D0,07,00,9A
32862,186,0,0,8,03,FF,0F,00,00,7D,81,2F
32863,196,0,0,7,00,80,FD,00,80,FF,F6,
32873,206,0,0,8,00,00,00,00,00,00,00,00
32873,182,0,0,5,06,06,80,00,C8,,,
32873,196,0,0,7,00,80,FD,00,80,FF,F6,
32874,418,0,0,8,00,00,00,2F,D0,07,00,AA
32884,186,0,0,8,03,FF,0F,00,00,7E,82,2F
32884,181,0,0,8,B7,05,80,00,08,30,00,44
32885,182,0,0,5,07,07,80,00,C8,,,
32895,191,0,0,5,87,07,FF,FF,C0,,,
32895,414,0,0,8,00,EA,5F,FC,FE,63,00,49
32896,181,0,0,8,B8,06,80,00,08,30,00,44
32906,168,0,0,8,1C,E3,2F,72,F8,F1,03,00
32906,169,0,0,8,0F,53,87,CF,2B,87,FF,08
32907,170,0,0,8,9C,74,F8,00,00,00,84,00
32917,196,0,0,7,00,80,FD,00,80,FF,F6,
32917,418,0,0,8,00,00,00,4F,D0,07,00,CA
32917,464,0,0,8,4B,48,4B,C9,00,00,CD,8B
32928,373,0,0,3,FF,FF,FF,,,,,
32928,185,0,0,6,6F,04,00,00,C0,F0,,
32928,1175,0,0,8,18,52,FF,FF,FF,FF,FF,FF
32929,196,0,0,7,00,80,FD,00,80,FF,F6,
32939,418,0,0,8,00,00,00,5F,D0,07,00,DA
32939,185,0,0,6,70,05,00,00,C0,F0,,
32939,196,0,0,7,00,80,FD,00,80,FF,F6,
32950,206,0,0,8,00,00,00,00,00,00,00,00
32950,182,0,0,5,0A,0A,80,00,C8,,,
32950,304,0,0,5,00,01,A0,15,72,,,
32951,196,0,0,7,00,80,FD,00,80,FF,F6,
32961,180,0,0,8,40,0C,00,00,7D,FF,FF,02
32961,185,0,0,6,71,06,00,00,C0,F0,,
32961,196,0,0,7,00,80,FD,00,80,FF,F6,
32972,206,0,0,8,00,00,00,00,00,00,00,00
32972,182,0,0,5,0B,0B,80,00,C8,,,
32972,196,0,0,7,00,80,FD,00,80,FF,F6,
32983,418,0,0,8,00,00,00,7F,D0,07,00,FA
32983,186,0,0,8,03,FF,0F,00,00,83,87,2F
32983,196,0,0,7,00,80,FD,00,80,FF,F6,
32994,206,0,0,8,00,00,00,00,00,00,00,00
32994,182,0,0,5,0C,0C,80,00,C8,,,
32994,418,0,0,8,00,00,00,8F,D0,07,00,0B
32995,172,0,0,8,B5,0E,00,00,00,7D,00,7D
33005,180,0,0,8,42,0E,00,00,7D,FF,FF,02
33005,414,0,0,8,00,EA,6F,FC,FE,63,00,59
33006,416,0,0,8,00,80,00,90,FF,12,D0,95
33016,690,0,0,8,00,00,00,00,4F,00,01,04
33016,168,0,0,8,27,EE,2F,72,F8,F1,03,00
33016,170,0,0,8,98,70,F8,00,00,00,84,00
33027,464,0,0,8,4B,48,4C,C9,00,00,CD,8B
33027,373,0,0,3,FF,FF,FF,,,,,
33027,196,0,0,7,00,80,FD,00,80,FF,F6,
33038,404,0,0,4,F4,F7,00,FC,,,,
33038,418,0,0,8,00,00,00,AF,D0,07,00,2B
33038,185,0,0,6,75,0A,00,00,C0,F0,,
33039,196,0,0,7,00,80,FD,00,80,FF,F6,
33049,206,0,0,8,00,00,00,00,00,00,00,00
33049,304,0,0,5,00,01,A0,15,83,,,
33049,196,0,0,7,00,80,FD,00,80,FF,F6,
33060,418,0,0,8,00,00,00,BF,D0,07,00,3B
33060,172,0,0,8,A9,02,00,00,00,7D,00,7D
33060,185,0,0,6,76,0B,00,00,C0,F0,,
33071,196,0,0,7,00,80,FD,00,80,FF,F6,
33071,206,0,0,8,00,00,00,00,00,00,00,00
33071,196,0,0,7,00,80,FD,00,80,FF,F6,
33082,418,0,0,8,00,00,00,CF,D0,07,00,4B
33082,186,0,0,8,03,FF,0F,00,00,88,8C,2F
33082,185,0,0,6,77,0C,00,00,C0,F0,,
33083,196,0,0,7,00,80,FD,00,80,FF,F6,
33093,206,0,0,8,00,00,00,00,00,00,00,00
33093,196,0,0,7,00,80,FD,00,80,FF,F6,
33093,418,0,0,8,00,00,00,DF,D0,07,00,5B
33104,172,0,0,8,AB,04,00,00,00,7D,00,7D
33104,180,0,0,8,38,04,00,00,7D,FF,FF,02
33104,182,0,0,5,03,03,80,00,C8,,,
33115,181,0,0,8,BE,0C,80,00,08,30,00,44
33115,191,0,0,5,83,03,FF,FF,C0,,,
33115,186,0,0,8,03,FF,0F,00,00,8A,8E,2F
33126,168,0,0,8,23,EA,2F,72,F8,F1,03,00
33126,169,0,0,8,16,5A,87,CF,2B,87,FF,08
33126,1193,0,0,8,00,52,FF,FF,FF,FF,FF,FF
33137,169,0,0,8,17,5B,87,CF,2B,87,FF,08
33137,170,0,0,8,A3,7B,F8,00,00,00,84,00
33137,185,0,0,6,6B,00,00,00,C0,F0,,
33137,196,0,0,7,00,80,FD,00,80,FF,F6,
33148,206,0,0,8,00,00,00,00,00,00,00,00
33148,304,0,0,5,00,01,A0,15,94,,,
33148,196,0,0,7,00,80,FD,00,80,FF,F6,
33159,418,0,0,8,00,00,00,1F,D0,07,00,9A
33159,172,0,0,8,AE,07,00,00,00,7D,00,7D
33159,185,0,0,6,6C,01,00,00,C0,F0,,
33170,196,0,0,7,00,80,FD,00,80,FF,F6,
33170,206,0,0,8,00,00,00,00,00,00,00,00
33170,196,0,0,7,00,80,FD,00,80,FF,F6,
33181,418,0,0,8,00,00,00,2F,D0,07,00,AA
33181,186,0,0,8,03,FF,0F,00,00,7E,82,2F
33181,508,0,0,2,AD,05,,,,,,
33181,185,0,0,6,6D,02,00,00,C0,F0,,
33192,196,0,0,7,00,80,FD,00,80,FF,F6,
33192,196,0,0,7,00,80,FD,00,80,FF,F6,
33192,418,0,0,8,00,00,00,3F,D0,07,00,BA
33203,172,0,0,8,B0,09,00,00,00,7D,00,7D
33203,180,0,0,8,3D,09,00,00,7D,FF,FF,02
33203,196,0,0,7,00,80,FD,00,80,FF,F6,
33214,206,0,0,8,00,00,00,00,00,00,00,00
33214,182,0,0,5,08,08,80,00,C8,,,
33214,180,0,0,8,3E,0A,00,00,7D,FF,FF,02
33224,172,0,0,8,B1,0A,00,00,00,7D,00,7D
33225,186,0,0,8,03,FF,0F,00,00,80,84,2F
33225,414,0,0,8,00,EA,7F,FC,FE,63,00,69
33225,416,0,0,8,00,80,00,90,FF,12,90,55
33236,690,0,0,8,00,00,00,00,4F,00,01,04
33236,168,0,0,8,20,E7,2F,72,F8,F1,03,00
33236,169,0,0,8,13,57,87,CF,2B,87,FF,08
33247,170,0,0,8,9F,77,F8,00,00,00,84,00
33247,185,0,0,6,70,05,00,00,C0,F0,,
33247,304,0,0,5,00,01,A0,15,A5,,,
33258,196,0,0,7,00,80,FD,00,80,FF,F6,
33258,418,0,0,8,00,00,00,6F,D0,07,00,EA
33258,185,0,0,6,71,06,00,00,C0,F0,,
33269,196,0,0,7,00,80,FD,00,80,FF,F6,
33269,206,0,0,8,00,00,00,00,00,00,00,00
33269,196,0,0,7,00,80,FD,00,80,FF,F6,
33279,418,0,0,8,00,00,00,7F,D0,07,00,FA
33280,186,0,0,8,03,FF,0F,00,00,83,87,2F
33280,185,0,0,6,72,07,00,00,C0,F0,,
33280,196,0,0,7,00,80,FD,00,80,FF,F6,
33291,206,0,0,8,00,00,00,00,00,00,00,00
33291,196,0,0,7,00,80,FD,00,80,FF,F6,
33291,180,0,0,8,42,0E,00,00,7D,FF,FF,02
33302,172,0,0,8,B5,0E,00,00,00,7D,00,7D
33302,186,0,0,8,03,FF,0F,00,00,84,88,2F
33302,185,0,0,6,73,08,00,00,C0,F0,,
33312,196,0,0,7,00,80,FD,00,80,FF,F6,
33313,206,0,0,8,00,00,00,00,00,00,00,00
33313,196,0,0,7,00,80,FD,00,80,FF,F6,
33323,180,0,0,8,34,00,00,00,7D,FF,FF,02
33324,172,0,0,8,A7,00,00,00,00,7D,00,7D
33324,196,0,0,7,00,80,FD,00,80,FF,F6,
33334,206,0,0,8,00,00,00,00,00,00,00,00
33335,182,0,0,5,0E,0E,80,00,C8,,,
33335,172,0,0,8,A8,01,00,00,00,7D,00,7D
33335,418,0,0,8,00,00,00,AF,D0,07,00,2B
33346,181,0,0,8,B7,05,80,00,08,30,00,44
33346,168,0,0,8,1C,E3,2F,72,F8,F1,03,00
33346,422,0,0,8,00,00,00,00,00,00,C0,F4
33357,169,0,0,8,0F,53,87,CF,2B,87,FF,08
33357,690,0,0,8,00,00,00,00,3F,00,01,04
33357,185,0,0,6,76,0B,00,00,C0,F0,,
33367,196,0,0,7,00,80,FD,00,80,FF,F6,
33368,206,0,0,8,00,00,00,00,00,00,00,00
33368,196,0,0,7,00,80,FD,00,80,FF,F6,
33378,418,0,0,8,00,00,00,CF,D0,07,00,4B
33379,180,0,0,8,37,03,00,00,7D,FF,FF,02
33379,508,0,0,2,AE,05,,,,,,
33379,185,0,0,6,77,0C,00,00,C0,F0,,
33389,196,0,0,7,00,80,FD,00,80,FF,F6,
33390,196,0,0,7,00,80,FD,00,80,FF,F6,
33390,180,0,0,8,38,04,00,00,7D,FF,FF,02
33400,172,0,0,8,AB,04,00,00,00,7D,00,7D
33401,186,0,0,8,03,FF,0F,00,00,89,8D,2F
33401,1174,0,0,8,17,52,FF,01,FF,FF,FF,FF
33411,185,0,0,6,78,0D,00,00,C0,F0,,
33412,196,0,0,7,00,80,FD,00,80,FF,F6,
33412,196,0,0,7,00,80,FD,00,80,FF,F6,
33422,180,0,0,8,39,05,00,00,7D,FF,FF,02
33422,172,0,0,8,AC,05,00,00,00,7D,00,7D
33423,196,0,0,7,00,80,FD,00,80,FF,F6,
33433,206,0,0,8,00,00,00,00,00,00,00,00
33433,182,0,0,5,04,04,80,00,C8,,,
33434,196,0,0,7,00,80,FD,00,80,FF,F6,
33434,404,0,0,4,F6,F9,00,FC,,,,
33444,180,0,0,8,3A,06,00,00,7D,FF,FF,02
33445,181,0,0,8,B3,01,80,00,08,30,00,44
33445,191,0,0,5,85,05,FF,FF,C0,,,
33455,403,0,0,8,97,FE,FC,00,F8,C0,00,00
33456,414,0,0,8,00,EA,8F,FC,FE,63,00,79
33456,168,0,0,8,27,EE,2F,72,F8,F1,03,00
33466,169,0,0,8,1A,5E,87,CF,2B,87,FF,08
33466,170,0,0,8,A6,7E,F8,00,00,00,84,00
33467,196,0,0,7,00,80,FD,00,80,FF,F6,
33477,678,0,0,2,00,FC,,,,,,
33477,418,0,0,8,00,00,00,2F,D0,07,00,AA
33478,185,0,0,6,6D,02,00,00,C0,F0,,
33478,196,0,0,7,00,80,FD,00,80,FF,F6,
33488,206,0,0,8,00,00,00,00,00,00,00,00
33488,1175,0,0,8,18,52,FF,FF,FF,FF,FF,FF
33489,196,0,0,7,00,80,FD,00,80,FF,F6,
33499,180,0,0,8,3D,09,00,00,7D,FF,FF,02
33499,172,0,0,8,B0,09,00,00,00,7D,00,7D
33500,185,0,0,6,6E,03,00,00,C0,F0,,
33510,196,0,0,7,00,80,FD,00,80,FF,F6,
33510,206,0,0,8,00,00,00,00,00,00,00,00
33511,196,0,0,7,00,80,FD,00,80,FF,F6,
33511,180,0,0,8,3E,0A,00,00,7D,FF,FF,02
33521,172,0,0,8,B1,0A,00,00,00,7D,00,7D
33521,185,0,0,6,6F,04,00,00,C0,F0,,
33522,196,0,0,7,00,80,FD,00,80,FF,F6,
33532,206,0,0,8,00,00,00,00,00,00,00,00
33532,182,0,0,5,09,09,80,00,C8,,,
33533,196,0,0,7,00,80,FD,00,80,FF,F6,
33543,180,0,0,8,3F,0B,00,00,7D,FF,FF,02
33543,172,0,0,8,B2,0B,00,00,00,7D,00,7D
33544,196,0,0,7,00,80,FD,00,80,FF,F6,
33554,206,0,0,8,00,00,00,00,00,00,00,00
33554,182,0,0,5,0A,0A,80,00,C8,,,
33555,172,0,0,8,B3,0C,00,00,00,7D,00,7D
33565,186,0,0,8,03,FF,0F,00,00,82,86,2F
33565,418,0,0,8,00,00,00,6F,D0,07,00,EA
33565,416,0,0,8,00,80,00,90,FF,0E,B0,71
33566,690,0,0,8,00,00,00,00,3F,00,01,04
33576,168,0,0,8,23,EA,2F,72,F8,F1,03,00
33576,170,0,0,8,A3,7B,F8,00,00,00,84,00
33577,508,0,0,2,A0,05,,,,,,
33587,185,0,0,6,72,07,00,00,C0,F0,,
33587,196,0,0,7,00,80,FD,00,80,FF,F6,
33588,196,0,0,7,00,80,FD,00,80,FF,F6,
33598,180,0,0,8,42,0E,00,00,7D,FF,FF,02
33598,172,0,0,8,B5,0E,00,00,00,7D,00,7D
33599,185,0,0,6,73,08,00,00,C0,F0,,
33599,196,0,0,7,00,80,FD,00,80,FF,F6,
33609,206,0,0,8,00,00,00,00,00,00,00,00
33610,196,0,0,7,00,80,FD,00,80,FF,F6,
33610,180,0,0,8,34,00,00,00,7D,FF,FF,02
33620,172,0,0,8,A7,00,00,00,00,7D,00,7D
33620,418,0,0,8,00,00,00,9F,D0,07,00,1B
33621,185,0,0,6,74,09,00,00,C0,F0,,
33631,196,0,0,7,00,80,FD,00,80,FF,F6,
33631,206,0,0,8,00,00,00,00,00,00,00,00
33632,196,0,0,7,00,80,FD,00,80,FF,F6,
33642,404,0,0,4,F7,FA,00,FC,,,,
33642,180,0,0,8,35,01,00,00,7D,FF,FF,02
33643,196,0,0,7,00,80,FD,00,80,FF,F6,
33643,206,0,0,8,00,00,00,00,00,00,00,00
33653,182,0,0,5,FF,00,80,00,C8,,,
33653,196,0,0,7,00,80,FD,00,80,FF,F6,
33654,180,0,0,8,36,02,00,00,7D,FF,FF,02
33664,172,0,0,8,A9,02,00,00,00,7D,00,7D
33664,186,0,0,8,03,FF,0F,00,00,87,8B,2F
33665,181,0,0,8,BA,08,80,00,08,30,00,44
33675,191,0,0,5,81,01,FF,FF,C0,,,
33675,414,0,0,8,00,EA,9F,FC,FE,63,00,89
33676,181,0,0,8,BB,09,80,00,08,30,00,44
33686,169,0,0,8,12,56,87,CF,2B,87,FF,08
33686,170,0,0,8,9E,76,F8,00,00,00,84,00
33687,170,0,0,8,9F,77,F8,00,00,00,84,00
33697,196,0,0,7,00,80,FD,00,80,FF,F6,
33697,180,0,0,8,38,04,00,00,7D,FF,FF,02
33698,185,0,0,6,78,0D,00,00,C0,F0,,
33698,196,0,0,7,00,80,FD,00,80,FF,F6,
33708,206,0,0,8,00,00,00,00,00,00,00,00
33708,196,0,0,7,00,80,FD,00,80,FF,F6,
33709,180,0,0,8,39,05,00,00,7D,FF,FF,02
33719,172,0,0,8,AC,05,00,00,00,7D,00,7D
33719,418,0,0,8,00,00,00,EF,D0,07,00,6B
33720,464,0,0,8,4B,48,40,C9,00,00,CD,8B
33730,373,0,0,3,FF,FF,FF,,,,,
33730,185,0,0,6,79,0E,00,00,C0,F0,,
33731,196,0,0,7,00,80,FD,00,80,FF,F6,
33741,180,0,0,8,3A,06,00,00,7D,FF,FF,02
33741,172,0,0,8,AD,06,00,00,00,7D,00,7D
33741,1528,0,0,8,08,08,00,00,FF,FF,FF,FF
33752,185,0,0,6,6B,00,00,00,C0,F0,,
33752,196,0,0,7,00,80,FD,00,80,FF,F6,
33752,196,0,0,7,00,80,FD,00,80,FF,F6,
33753,180,0,0,8,3B,07,00,00,7D,FF,FF,02
33763,172,0,0,8,AE,07,00,00,00,7D,00,7D
33763,196,0,0,7,00,80,FD,00,80,FF,F6,
33764,206,0,0,8,00,00,00,00,00,00,00,00
33774,182,0,0,5,06,06,80,00,C8,,,
33774,191,0,0,5,86,06,FF,FF,C0,,,
33774,418,0,0,8,00,00,00,2F,D0,07,00,AA
33785,172,0,0,8,AF,08,00,00,00,7D,00,7D
33785,180,0,0,8,3C,08,00,00,7D,FF,FF,02
33785,416,0,0,8,00,80,00,90,FF,12,70,35
33796,168,0,0,8,1B,E2,2F,72,F8,F1,03,00
33796,690,0,0,8,00,00,00,00,4F,00,01,04
33796,185,0,0,6,6E,03,00,00,C0,F0,,
33797,196,0,0,7,00,80,FD,00,80,FF,F6,
33807,206,0,0,8,00,00,00,00,00,00,00,00
33807,196,0,0,7,00,80,FD,00,80,FF,F6,
33808,172,0,0,8,B1,0A,00,00,00,7D,00,7D
33818,180,0,0,8,3E,0A,00,00,7D,FF,FF,02
33818,418,0,0,8,00,00,00,4F,D0,07,00,CA
33818,464,0,0,8,4B,48,41,C9,00,00,CD,8B
33829,373,0,0,3,FF,FF,FF,,,,,
33829,185,0,0,6,6F,04,00,00,C0,F0,,
33829,196,0,0,7,00,80,FD,00,80,FF,F6,
33840,172,0,0,8,B2,0B,00,00,00,7D,00,7D
33840,180,0,0,8,3F,0B,00,00,7D,FF,FF,02
33840,185,0,0,6,70,05,00,00,C0,F0,,
33841,196,0,0,7,00,80,FD,00,80,FF,F6,
33851,206,0,0,8,00,00,00,00,00,00,00,00
33851,304,0,0,5,00,01,A0,15,1B,,,
33852,196,0,0,7,00,80,FD,00,80,FF,F6,
33862,180,0,0,8,40,0C,00,00,7D,FF,FF,02
33862,172,0,0,8,B3,0C,00,00,00,7D,00,7D
33862,196,0,0,7,00,80,FD,00,80,FF,F6,
33873,206,0,0,8,00,00,00,00,00,00,00,00
33873,182,0,0,5,0B,0B,80,00,C8,,,
33873,196,0,0,7,00,80,FD,00,80,FF,F6,
33884,418,0,0,8,00,00,00,7F,D0,07,00,FA
33884,172,0,0,8,B4,0D,00,00,00,7D,00,7D
33884,182,0,0,5,0C,0C,80,00,C8,,,
33885,191,0,0,5,8C,0C,FF,FF,C0,,,
33895,181,0,0,8,B2,00,80,00,08,30,00,44
33895,181,0,0,8,B3,01,80,00,08,30,00,44
33896,168,0,0,8,26,ED,2F,72,F8,F1,03,00
33906,169,0,0,8,19,5D,87,CF,2B,87,FF,08
33906,170,0,0,8,A5,7D,F8,00,00,00,84,00
33906,196,0,0,7,00,80,FD,00,80,FF,F6,
33917,180,0,0,8,34,00,00,00,7D,FF,FF,02
33917,172,0,0,8,A7,00,00,00,00,7D,00,7D
33917,464,0,0,8,4B,48,41,C9,00,00,CD,8B
33928,373,0,0,3,FF,FF,FF,,,,,
33928,185,0,0,6,74,09,00,00,C0,F0,,
33928,196,0,0,7,00,80,FD,00,80,FF,F6,
33928,180,0,0,8,35,01,00,00,7D,FF,FF,02
33939,172,0,0,8,A8,01,00,00,00,7D,00,7D
33939,185,0,0,6,75,0A,00,00,C0,F0,,
33939,196,0,0,7,00,80,FD,00,80,FF,F6,
33950,206,0,0,8,00,00,00,00,00,00,00,00
33950,182,0,0,5,FF,00,80,00,C8,,,
33950,304,0,0,5,00,01,A0,05,1C,,,
33961,196,0,0,7,00,80,FD,00,80,FF,F6,
33961,172,0,0,8,A9,02,00,00,00,7D,00,7D
33961,1174,0,0,8,17,52,FF,01,FF,FF,FF,FF
33972,185,0,0,6,76,0B,00,00,C0,F0,,
33972,196,0,0,7,00,80,FD,00,80,FF,F6,
33972,196,0,0,7,00,80,FD,00,80,FF,F6,
33972,180,0,0,8,37,03,00,00,7D,FF,FF,02
33983,172,0,0,8,AA,03,00,00,00,7D,00,7D
33983,196,0,0,7,00,80,FD,00,80,FF,F6,
33983,206,0,0,8,00,00,00,00,00,00,00,00
33994,182,0,0,5,02,02,80,00,C8,,,
33994,191,0,0,5,82,02,FF,FF,C0,,,
33994,180,0,0,8,38,04,00,00,7D,FF,FF,02
34005,418,0,0,8,00,00,00,DF,D0,07,00,5B
34005,186,0,0,8,03,FF,0F,00,00,89,8D,2F
34005,416,0,0,8,00,80,00,70,FF,12,30,D4
34016,168,0,0,8,22,E9,2F,72,F8,F1,03,00
34016,690,0,0,8,00,00,00,00,4F,00,01,04
34016,464,0,0,8,4B,48,42,C9,00,00,CD,8B
34016,373,0,0,3,FF,FF,FF,,,,,
34027,185,0,0,6,79,0E,00,00,C0,F0,,
34027,196,0,0,7,00,80,FD,00,80,FF,F6,
34027,172,0,0,8,AD,06,00,00,00,7D,00,7D
34038,180,0,0,8,3A,06,00,00,7D,FF,FF,02
34038,404,0,0,4,F9,FC,00,FC,,,,
34038,185,0,0,6,6B,00,00,00,C0,F0,,
34049,196,0,0,7,00,80,FD,00,80,FF,F6,
34049,206,0,0,8,00,00,00,00,00,00,00,00
34049,304,0,0,5,00,01,A0,05,3E,,,
34049,1175,0,0,8,18,52,FF,FF,FF,FF,FF,FF
34060,196,0,0,7,00,80,FD,00,80,FF,F6,
34060,185,0,0,6,6C,01,00,00,C0,F0,,
34060,196,0,0,7,00,80,FD,00,80,FF,F6,
34071,206,0,0,8,00,00,00,00,00,00,00,00
34071,182,0,0,5,06,06,80,00,C8,,,
34071,196,0,0,7,00,80,FD,00,80,FF,F6,
34082,180,0,0,8,3C,08,00,00,7D,FF,FF,02
34082,172,0,0,8,AF,08,00,00,00,7D,00,7D
34082,185,0,0,6,6D,02,00,00,C0,F0,,
34082,196,0,0,7,00,80,FD,00,80,FF,F6,
34093,206,0,0,8,00,00,00,00,00,00,00,00
34093,196,0,0,7,00,80,FD,00,80,FF,F6,
34093,172,0,0,8,B0,09,00,00,00,7D,00,7D
34104,180,0,0,8,3D,09,00,00,7D,FF,FF,02
34104,418,0,0,8,00,00,00,3F,D0,07,00,BA
34104,206,0,0,8,00,00,00,00,00,00,00,00
34115,181,0,0,8,B9,07,80,00,08,30,00,44
34115,191,0,0,5,88,08,FF,FF,C0,,,
34115,168,0,0,8,1E,E5,2F,72,F8,F1,03,00
34126,169,0,0,8,11,55,87,CF,2B,87,FF,08
34126,170,0,0,8,9D,75,F8,00,00,00,84,00
34126,690,0,0,8,00,00,00,00,4F,00,01,04
34137,170,0,0,8,9E,76,F8,00,00,00,84,00
34137,196,0,0,7,00,80,FD,00,80,FF,F6,
34137,185,0,0,6,70,05,00,00,C0,F0,,
34148,196,0,0,7,00,80,FD,00,80,FF,F6,
34148,206,0,0,8,00,00,00,00,00,00,00,00
34148,304,0,0,5,00,01,A0,05,40,,,
34148,196,0,0,7,00,80,FD,00,80,FF,F6,
34159,172,0,0,8,B3,0C,00,00,00,7D,00,7D
34159,185,0,0,6,71,06,00,00,C0,F0,,
34159,196,0,0,7,00,80,FD,00,80,FF,F6,
34170,206,0,0,8,00,00,00,00,00,00,00,00
34170,182,0,0,5,0B,0B,80,00,C8,,,
34170,196,0,0,7,00,80,FD,00,80,FF,F6,
34181,180,0,0,8,41,0D,00,00,7D,FF,FF,02
34181,172,0,0,8,B4,0D,00,00,00,7D,00,7D
34181,508,0,0,2,A3,05,,,,,,
34181,185,0,0,6,72,07,00,00,C0,F0,,
34192,196,0,0,7,00,80,FD,00,80,FF,F6,
34192,196,0,0,7,00,80,FD,00,80,FF,F6,
34192,180,0,0,8,42,0E,00,00,7D,FF,FF,02
34203,172,0,0,8,B5,0E,00,00,00,7D,00,7D
34203,418,0,0,8,00,00,00,8F,D0,07,00,0B
34203,196,0,0,7,00,80,FD,00,80,FF,F6,
34214,206,0,0,8,00,00,00,00,00,00,00,00
34214,182,0,0,5,0D,0D,80,00,C8,,,
34214,180,0,0,8,34,00,00,00,7D,FF,FF,02
34214,172,0,0,8,A7,00,00,00,00,7D,00,7D
34225,418,0,0,8,00,00,00,9F,D0,07,00,1B
34225,414,0,0,8,00,EA,CF,FC,FE,63,00,B9
34225,416,0,0,8,00,80,00,90,FF,12,E0,A5
34236,168,0,0,8,1A,E1,2F,72,F8,F1,03,00
34236,690,0,0,8,00,00,00,00,4F,00,01,04
34236,185,0,0,6,75,0A,00,00,C0,F0,,
34247,196,0,0,7,00,80,FD,00,80,FF,F6,
34247,206,0,0,8,00,00,00,00,00,00,00,00
34247,1193,0,0,8,00,52,FF,FF,FF,FF,FF,FF
34258,304,0,0,5,00,01,A0,05,51,,,
34258,196,0,0,7,00,80,FD,00,80,FF,F6,
34258,185,0,0,6,76,0B,00,00,C0,F0,,
34268,196,0,0,7,00,80,FD,00,80,FF,F6,
34269,206,0,0,8,00,00,00,00,00,00,00,00
34269,196,0,0,7,00,80,FD,00,80,FF,F6,
34269,180,0,0,8,37,03,00,00,7D,FF,FF,02
34280,172,0,0,8,AA,03,00,00,00,7D,00,7D
34280,185,0,0,6,77,0C,00,00,C0,F0,,
34280,196,0,0,7,00,80,FD,00,80,FF,F6,
34291,206,0,0,8,00,00,00,00,00,00,00,00
34291,182,0,0,5,02,02,80,00,C8,,,
34291,196,0,0,7,00,80,FD,00,80,FF,F6,
34301,172,0,0,8,AB,04,00,00,00,7D,00,7D
34302,180,0,0,8,38,04,00,00,7D,FF,FF,02
34302,185,0,0,6,78,0D,00,00,C0,F0,,
34312,196,0,0,7,00,80,FD,00,80,FF,F6,
34313,206,0,0,8,00,00,00,00,00,00,00,00
34313,196,0,0,7,00,80,FD,00,80,FF,F6,
